Sort,SampleLayer_ID,Soil_Series_Type,Surface_Subsurface,Layer_Designation,UpperDepth_cm,LowerDepth_cm,Total_HorizonDepth_cm,HR_Depth,Horizon,Horizon_Simple,Soil_Series,A_Horizon,A_Thickness,ParentMaterials,AnthropogenicMaterials_YN,Anthro_Transported_Material_YN,Texture,Texture_Rubble_Detail,Percent_Sand,Percent_Sand_scale,Percent_Silt,Percent_Silt_scale,Percent_Clay,Percent_Clay_scale,F_Sand_Percent,VF_Sand_Percent,Percent_Rock_Fragment,Rock_Fragment_Type,Organic_Content,Soil_Core_Notes,Redox_Present_YN,Redox_Color,Redox_Amount,Redox_Size,Redox_Contrast,BulkDensity_gcm3,BulkDensity_scale,Tenth_bar_H2O,Third_bar_H2O,Third_bar_scale,Fifteen_bar_H2O,Fifteen_bar_scale,Ksat_cmhr,Unsaturated_K2cm_cmhr,Borehole_Ksat_cmhr,Texture_mod,ksat_texture,theta_r_texture,theta_s_texture,alpha_texture,n_texture,Texture_Test,Horizon_Simple,Soil_Series,A_Horizon,Grade,Type,Top_Type,Comments
6398,PORS3PORP6L5_R,Reference,Subsurface,,41,48,7,,BC,BC,Hinckley,,,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,,,,,,,,,,,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,
6399,PORS3PORP6L6_R,Reference,Subsurface,,48,165,117,,C,C,Hinckley,,,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,,,,,,,,,,,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,
6400,PORS3PORP7L1_R,Reference,Surface,Surface,0,3,3,,Oe,O,Hinckley,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,51,0.696748004,36.6,0.723814908,10,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,
6401,PORS3PORP7L2_R,Reference,Subsurface,,3,20,17,,A,A,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,
6402,PORS3PORP7L3_R,Reference,Subsurface,,20,28,8,,Bw1,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,12.8,8,0.045440087,1.8,0.021238795,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6403,PORS3PORP7L4_R,Reference,Subsurface,,28,41,13,,Bw2,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6404,PORS3PORP7L5_R,Reference,Subsurface,,41,48,7,,BC,BC,Hinckley,,,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,,,,,,,,,,,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,
6405,PORS3PORP7L6_R,Reference,Subsurface,,48,165,117,,C,C,Hinckley,,,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,,,,,,,,,,,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,
6406,PORS3PORP8L1_R,Reference,Surface,Surface,0,3,3,,Oe,O,Hinckley,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,51,0.696748004,36.6,0.723814908,10,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,
6407,PORS3PORP8L2_R,Reference,Subsurface,,3,20,17,,A,A,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,
6408,PORS3PORP8L3_R,Reference,Subsurface,,20,28,8,,Bw1,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,12.8,8,0.045440087,1.8,0.021238795,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6409,PORS3PORP8L4_R,Reference,Subsurface,,28,41,13,,Bw2,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6410,PORS3PORP8L5_R,Reference,Subsurface,,41,48,7,,BC,BC,Hinckley,,,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,,,,,,,,,,,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,
6411,PORS3PORP8L6_R,Reference,Subsurface,,48,165,117,,C,C,Hinckley,,,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,,,,,,,,,,,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,
6412,PORS3PORP9L1_R,Reference,Surface,Surface,0,3,3,,Oe,O,Hinckley,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,51,0.696748004,36.6,0.723814908,10,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,
6413,PORS3PORP9L2_R,Reference,Subsurface,,3,20,17,,A,A,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,
6414,PORS3PORP9L3_R,Reference,Subsurface,,20,28,8,,Bw1,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,12.8,8,0.045440087,1.8,0.021238795,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6415,PORS3PORP9L4_R,Reference,Subsurface,,28,41,13,,Bw2,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6416,PORS3PORP9L5_R,Reference,Subsurface,,41,48,7,,BC,BC,Hinckley,,,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,,,,,,,,,,,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,
6417,PORS3PORP9L6_R,Reference,Subsurface,,48,165,117,,C,C,Hinckley,,,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,,,,,,,,,,,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,
6418,PORS3PORP10L1_R,Reference,Surface,Surface,0,3,3,,Oe,O,Hinckley,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,51,0.696748004,36.6,0.723814908,10,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,
6419,PORS3PORP10L2_R,Reference,Subsurface,,3,20,17,,A,A,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,
6420,PORS3PORP10L3_R,Reference,Subsurface,,20,28,8,,Bw1,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,12.8,8,0.045440087,1.8,0.021238795,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6421,PORS3PORP10L4_R,Reference,Subsurface,,28,41,13,,Bw2,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6422,PORS3PORP10L5_R,Reference,Subsurface,,41,48,7,,BC,BC,Hinckley,,,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,,,,,,,,,,,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,
6423,PORS3PORP10L6_R,Reference,Subsurface,,48,165,117,,C,C,Hinckley,,,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,,,,,,,,,,,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,
6424,PORS3PORP11L1_R,Reference,Surface,Surface,0,3,3,,Oe,O,Hinckley,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,51,0.696748004,36.6,0.723814908,10,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,
6425,PORS3PORP11L2_R,Reference,Subsurface,,3,20,17,,A,A,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,
6426,PORS3PORP11L3_R,Reference,Subsurface,,20,28,8,,Bw1,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,12.8,8,0.045440087,1.8,0.021238795,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6427,PORS3PORP11L4_R,Reference,Subsurface,,28,41,13,,Bw2,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6428,PORS3PORP11L5_R,Reference,Subsurface,,41,48,7,,BC,BC,Hinckley,,,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,,,,,,,,,,,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,
6429,PORS3PORP11L6_R,Reference,Subsurface,,48,165,117,,C,C,Hinckley,,,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,,,,,,,,,,,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,
6430,PORS4PORP12L1_R,Reference,Surface,Surface,,,0,,,,No Data,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,,No Data,,NA,NA,,
6431,PORS4PORP13L1_R,Reference,Surface,Surface,,,0,,,,No Data,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,,No Data,,NA,NA,,
6432,PORS4PORP14L1_R,Reference,Surface,Surface,,,0,,,,No Data,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,,No Data,,NA,NA,,
6433,PORS4PORP15L1_R,Reference,Surface,Surface,,,0,,,,No Data,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,,No Data,,NA,NA,,
6434,PORS4PORP16L1_R,Reference,Surface,Surface,,,0,,,,No Data,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,,No Data,,NA,NA,,
6435,PORS4PORP17L1_R,Reference,Surface,Surface,,,0,,,,No Data,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,,No Data,,NA,NA,,
6436,PORS5PORP18L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6437,PORS5PORP18L2_R,Reference,Subsurface,,23,46,23,,H2,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6438,PORS5PORP18L3_R,Reference,Subsurface,,46,71,25,,H3,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6439,PORS5PORP18L4_R,Reference,Subsurface,,71,165,94,,H4,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6440,PORS5PORP19L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6441,PORS5PORP19L2_R,Reference,Subsurface,,23,46,23,,H2,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6442,PORS5PORP19L3_R,Reference,Subsurface,,46,71,25,,H3,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6443,PORS5PORP19L4_R,Reference,Subsurface,,71,165,94,,H4,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6444,PORS5PORP20L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6445,PORS5PORP20L2_R,Reference,Subsurface,,23,46,23,,H2,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6446,PORS5PORP20L3_R,Reference,Subsurface,,46,71,25,,H3,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6447,PORS5PORP20L4_R,Reference,Subsurface,,71,165,94,,H4,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6448,PORS5PORP21L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6449,PORS5PORP21L2_R,Reference,Subsurface,,23,46,23,,H2,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6450,PORS5PORP21L3_R,Reference,Subsurface,,46,71,25,,H3,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6451,PORS5PORP21L4_R,Reference,Subsurface,,71,165,94,,H4,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6452,PORS5PORP22L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6453,PORS5PORP22L2_R,Reference,Subsurface,,23,46,23,,H2,H,Belgrade,,,,,,,,61.6,0.62474645,28.4,0.291581109,10,0.106044539,19.8,36.8,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6454,PORS5PORP22L3_R,Reference,Subsurface,,46,71,25,,H3,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,1.164,,1.164,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6455,PORS5PORP22L4_R,Reference,Subsurface,,71,165,94,,H4,H,Belgrade,,,,,,,,21.2,0.215010142,68.8,0.706365503,10,0.106044539,5.9,13.6,,,,,,,,,,,NA,51,19.3,0.216597749,10.2,0.190826133,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Belgrade,,NA,NA,,
6456,PORS6PORP23L1_R,Reference,Surface,Surface,0,3,3,,Oe,O,Hinckley,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,51,0.696748004,36.6,0.723814908,10,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,O,Hinckley,,NA,decomposed plant material,,
6457,PORS6PORP23L2_R,Reference,Subsurface,,3,20,17,,A,A,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,19.7,15.1,0.152981627,6.4,0.114108051,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Hinckley,,weak,fine and medium granular structure,,
6458,PORS6PORP23L3_R,Reference,Subsurface,,20,28,8,,Bw1,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,12.8,8,0.045440087,1.8,0.021238795,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6459,PORS6PORP23L4_R,Reference,Subsurface,,28,41,13,,Bw2,B,Hinckley,,,,,,,,81,0.821501014,17,0.174537988,2,0.021208908,25,11,,,,,,,,,,,NA,11.6,7.2,0.033322731,1.5,0.015182104,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Hinckley,,weak,fine and medium granular structure,,
6460,PORS6PORP23L5_R,Reference,Subsurface,,41,48,7,,BC,BC,Hinckley,,,,,,,,84,0.851926978,15,0.154004107,1,0.010604454,19,5,,,,,,,,,,,NA,7.5,4,-0.015146696,0.6,-0.002987967,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,BC,Hinckley,,NA,single grain,,
6461,PORS6PORP23L6_R,Reference,Subsurface,,48,165,117,,C,C,Hinckley,,,,,,,,95,0.963488844,4,0.041067762,1,0.010604454,18,5,,,,,,,,,,,NA,4.4,2.4,-0.039381409,0.4,-0.007025761,10,,10,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Hinckley,,NA,single grain,,
6462,PORS7PORP24L1_R,Reference,Surface,Surface,0,18,18,,Ap,A,Lamoine,,,,,,,,14,0.14198783,63,0.646817248,23,0.243902439,4,6.5,,,,,,,,,,,NA,,31,0.393814089,16.8,0.324073326,0.6,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Lamoine,,moderate,fine granular structure,,
6463,PORS7PORP24L2_R,Reference,Subsurface,,18,32,14,,Bw,B,Lamoine,,,,,,,,13,0.131845842,61,0.626283368,26,0.275715801,3,6.5,,,,,,,,,,,NA,,30.3,0.383211402,15.8,0.303884358,0.282,,0.282,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,
6464,PORS7PORP24L3_R,Reference,Subsurface,,32,61,29,,Bg,B,Lamoine,,,,,,,,10,0.101419878,57,0.585215606,33,0.349946978,3,5.5,,,,,,,,,,,NA,,33,0.424107481,20.1,0.390696923,0.092,,0.092,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,
6465,PORS7PORP24L4_R,Reference,Subsurface,,61,165,104,,Cg,C,Lamoine,,,,,,,,7,0.070993915,49,0.503080082,44,0.46659597,2,4,,,,,,,,,,,NA,,32.1,0.410475455,24.7,0.483566179,0.04,,0.04,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Lamoine,,strong,very coarse prismatic structure,,
6466,PORS7PORP25L1_R,Reference,Surface,Surface,0,18,18,,Ap,A,Lamoine,,,,,,,,14,0.14198783,63,0.646817248,23,0.243902439,4,6.5,,,,,,,,,,,NA,,31,0.393814089,16.8,0.324073326,0.6,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Lamoine,,moderate,fine granular structure,,
6467,PORS7PORP25L2_R,Reference,Subsurface,,18,32,14,,Bw,B,Lamoine,,,,,,,,13,0.131845842,61,0.626283368,26,0.275715801,3,6.5,,,,,,,,,,,NA,,30.3,0.383211402,15.8,0.303884358,0.282,,0.282,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,
6468,PORS7PORP25L3_R,Reference,Subsurface,,32,61,29,,Bg,B,Lamoine,,,,,,,,10,0.101419878,57,0.585215606,33,0.349946978,3,5.5,,,,,,,,,,,NA,,33,0.424107481,20.1,0.390696923,0.092,,0.092,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,
6469,PORS7PORP25L4_R,Reference,Subsurface,,61,165,104,,Cg,C,Lamoine,,,,,,,,7,0.070993915,49,0.503080082,44,0.46659597,2,4,,,,,,,,,,,NA,,32.1,0.410475455,24.7,0.483566179,0.04,,0.04,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Lamoine,,strong,very coarse prismatic structure,,
6470,PORS7PORP26L1_R,Reference,Surface,Surface,0,18,18,,Ap,A,Lamoine,,,,,,,,14,0.14198783,63,0.646817248,23,0.243902439,4,6.5,,,,,,,,,,,NA,,31,0.393814089,16.8,0.324073326,0.6,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Lamoine,,moderate,fine granular structure,,
6471,PORS7PORP26L2_R,Reference,Subsurface,,18,32,14,,Bw,B,Lamoine,,,,,,,,13,0.131845842,61,0.626283368,26,0.275715801,3,6.5,,,,,,,,,,,NA,,30.3,0.383211402,15.8,0.303884358,0.282,,0.282,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,
6472,PORS7PORP26L3_R,Reference,Subsurface,,32,61,29,,Bg,B,Lamoine,,,,,,,,10,0.101419878,57,0.585215606,33,0.349946978,3,5.5,,,,,,,,,,,NA,,33,0.424107481,20.1,0.390696923,0.092,,0.092,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,B,Lamoine,,weak,fine granular structure,,
6473,PORS7PORP26L4_R,Reference,Subsurface,,61,165,104,,Cg,C,Lamoine,,,,,,,,7,0.070993915,49,0.503080082,44,0.46659597,2,4,,,,,,,,,,,NA,,32.1,0.410475455,24.7,0.483566179,0.04,,0.04,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,C,Lamoine,,strong,very coarse prismatic structure,,
6474,PORS7PORP27L1_R,Reference,Surface,Surface,0,18,18,,Ap,A,Lamoine,,,,,,,,14,0.14198783,63,0.646817248,23,0.243902439,4,6.5,,,,,,,,,,,NA,,31,0.393814089,16.8,0.324073326,0.6,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,A,Lamoine,,moderate,fine granular structure,,
